dataset,instance,solver,status,makespan,time_ms,time_limit_s,workers,seed,starts,output_format_ok,output_line
sm_j20,PSP73.SCH,solver_topological,feasible,67,0.8,,8,,,true,"7, 14, 3, 9, 6, 0, 47, 20, 37, 23, 20, 28, 28, 54, 10, 0, 61, 54, 54, 36"
sm_j20,PSP75.SCH,solver_topological,feasible,31,0.6,,8,,,true,"3, 3, 8, 0, 0, 0, 7, 27, 13, 10, 14, 21, 6, 16, 13, 17, 21, 29, 0, 29"
sm_j20,PSP74.SCH,solver_topological,feasible,66,1.6,,8,,,true,"8, 18, 0, 14, 61, 8, 24, 16, 0, 11, 0, 58, 44, 54, 24, 26, 59, 34, 44, 59"
sm_j20,PSP76.SCH,solver_topological,feasible,61,1.2,,8,,,true,"9, 12, 17, 0, 0, 9, 25, 34, 17, 25, 31, 14, 40, 20, 45, 27, 55, 40, 55, 0"
sm_j20,PSP78.SCH,solver_topological,feasible,43,0.6,,8,,,true,"0, 5, 8, 5, 8, 0, 12, 13, 0, 15, 13, 19, 13, 19, 27, 15, 20, 25, 35, 24"
sm_j20,PSP77.SCH,solver_topological,feasible,48,0.7,,8,,,true,"0, 18, 12, 0, 2, 8, 0, 34, 2, 27, 36, 7, 28, 42, 38, 19, 38, 34, 41, 15"
sm_j20,PSP79.SCH,solver_topological,feasible,81,1.0,,8,,,true,"7, 15, 6, 0, 27, 58, 21, 7, 58, 44, 78, 52, 0, 75, 34, 56, 27, 74, 64, 67"
sm_j20,PSP80.SCH,solver_topological,feasible,30,0.8,,8,,,true,"0, 10, 8, 0, 9, 10, 4, 0, 7, 5, 18, 21, 27, 14, 23, 19, 26, 19, 23, 20"
sm_j20,PSP81.SCH,solver_topological,feasible,43,0.6,,8,,,true,"8, 2, 5, 7, 14, 15, 0, 33, 27, 23, 7, 34, 17, 23, 17, 22, 0, 18, 29, 0"
sm_j20,PSP82.SCH,solver_topological,feasible,36,0.6,,8,,,true,"5, 4, 2, 8, 0, 0, 20, 31, 21, 0, 10, 26, 10, 9, 27, 30, 32, 17, 17, 27"
sm_j20,PSP85.SCH,solver_topological,feasible,36,0.7,,8,,,true,"2, 6, 0, 0, 0, 0, 6, 5, 12, 27, 20, 9, 18, 14, 18, 22, 14, 27, 10, 28"
sm_j20,PSP83.SCH,solver_topological,feasible,42,0.9,,8,,,true,"5, 3, 0, 0, 8, 5, 9, 20, 23, 16, 23, 14, 30, 18, 29, 0, 20, 36, 30, 28"
sm_j20,PSP86.SCH,solver_topological,feasible,46,0.7,,8,,,true,"39, 1, 0, 0, 0, 6, 2, 17, 12, 4, 17, 35, 8, 20, 29, 24, 10, 21, 44, 29"
sm_j20,PSP84.SCH,solver_topological,feasible,36,0.9,,8,,,true,"1, 0, 1, 1, 18, 21, 5, 0, 0, 10, 14, 16, 6, 2, 6, 16, 27, 10, 0, 21"
sm_j20,PSP87.SCH,solver_topological,feasible,34,0.7,,8,,,true,"0, 6, 1, 0, 5, 0, 19, 13, 7, 4, 10, 7, 13, 19, 15, 8, 10, 26, 26, 0"
sm_j20,PSP88.SCH,solver_topological,feasible,37,0.7,,8,,,true,"0, 1, 8, 6, 2, 6, 10, 0, 0, 0, 25, 15, 15, 12, 29, 12, 21, 19, 23, 19"
sm_j20,PSP89.SCH,solver_topological,feasible,33,0.6,,8,,,true,"8, 0, 10, 4, 5, 8, 0, 0, 0, 20, 13, 16, 18, 16, 26, 18, 6, 11, 20, 29"
sm_j20,PSP90.SCH,solver_topological,feasible,36,0.8,,8,,,true,"5, 0, 2, 5, 6, 0, 0, 2, 0, 16, 16, 11, 10, 20, 26, 14, 11, 11, 9, 19"
sm_j20,PSP93.SCH,solver_topological,feasible,47,0.5,,8,,,true,"0, 4, 7, 8, 0, 4, 2, 7, 40, 11, 30, 16, 7, 20, 25, 16, 25, 46, 40, 11"
sm_j20,PSP91.SCH,solver_topological,feasible,77,0.8,,8,,,true,"0, 0, 0, 0, 10, 24, 18, 9, 20, 48, 38, 57, 33, 38, 55, 67, 57, 63, 43, 38"
sm_j20,PSP92.SCH,solver_topological,feasible,55,1.3,,8,,,true,"0, 4, 0, 0, 9, 0, 4, 26, 27, 18, 42, 39, 40, 30, 4, 44, 33, 33, 54, 44"
